run_id,borrower_id,agent_name,raw_output,parsed_decision,confidence_flag,kaggle_truth_label
test50_B023_ComplianceAgent,B023,ComplianceAgent,Decision: Refer | Confidence: medium | Brief reason: The low savings and checking balances require further verification of financial stability before approval can be considered.,refer,medium,good
test50_B023_SummariserAgent,B023,SummariserAgent,"Decision: Refer | Confidence: medium | Brief reason: Low savings and checking account balances suggest limited financial cushion, requiring further income verification before approval.",refer,medium,good
test50_B023_WeakModelAgent,B023,WeakModelAgent,Decision: Refer | Confidence: low | Brief reason: The profile indicates insufficient financial reserves and potential instability requiring further review.,refer,low,good
test50_B024_RouterManager,B024,RouterManager,Decision: Approve | Confidence: high | Brief reason:,approve,high,good
test50_B024_IncomeAgent,B024,IncomeAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through housing ownership and stable employment indicators.,approve,high,good
test50_B024_FraudAgent,B024,FraudAgent,Decision: Refer | Confidence: high | Brief reason: More detailed financial documents are required for a complete fraud review and risk assessment.,refer,high,good
test50_B024_CreditAgent,B024,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong stability through asset ownership and moderate financial reserves.,approve,high,good
test50_B024_ComplianceAgent,B024,ComplianceAgent,Decision: Approve | Confidence: high | Brief reason: The borrower presents a stable profile with standard loan parameters that meet compliance and regulatory readiness standards.,approve,high,good
test50_B024_SummariserAgent,B024,SummariserAgent,"Decision: Approve | Confidence: high | Brief reason: The borrower exhibits strong stability indicators, including home ownership and moderate financial reserves, supporting the loan request.",approve,high,good
test50_B024_WeakModelAgent,B024,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The borrower seems stable enough with owned housing and adequate finances for this loan.,approve,medium,good
test50_B025_RouterManager,B025,RouterManager,Decision: Refer | Confidence: medium | Brief reason: Additional documentation verifying current savings and stable income is required before a decision can be made.,refer,medium,good
test50_B025_IncomeAgent,B025,IncomeAgent,"Decision: Refer | Confidence: low | Brief reason: Critical financial details, such as specific income amounts and savings data, are unknown.",refer,low,good
test50_B025_FraudAgent,B025,FraudAgent,"Decision: Refer | Confidence: medium | Brief reason: Key financial details, such as savings and checking account status, are unknown and require further verification.",refer,medium,good
test50_B025_CreditAgent,B025,CreditAgent,"Decision: Refer | Confidence: medium | Brief reason: Critical financial metrics such as credit score, income, and existing liabilities are missing for a definitive assessment.",refer,medium,good
test50_B025_ComplianceAgent,B025,ComplianceAgent,"Decision: Refer | Confidence: high | Brief reason: Critical financial KYC details (savings/checking account) are unknown, preventing full risk assessment.",refer,high,good
test50_B025_SummariserAgent,B025,SummariserAgent,Decision: Refer | Confidence: low | Brief reason: Further documentation is required to verify income stability and assess liquid assets.,refer,low,good
test50_B025_WeakModelAgent,B025,WeakModelAgent,Decision: Approve | Confidence:,approve,unknown,good
test50_B026_RouterManager,B026,RouterManager,"Decision: Approve | Confidence: medium | Brief reason: The loan is small and short-term, mitigating the risk posed by low savings reserves.",approve,medium,good
test50_B026_IncomeAgent,B026,IncomeAgent,"Decision: Reject | Confidence: high | Brief reason: Required income evidence (salary slips, bank statements) was not provided for verification.",reject,high,good
test50_B026_FraudAgent,B026,FraudAgent,Decision: Refer | Confidence: low | Brief reason: The combination of little savings and checking accounts suggests potential financial strain requiring manual review of cash flows and income history.,refer,low,good
test50_B026_CreditAgent,B026,CreditAgent,"The user wants me to act as a Credit Agent performing a Stage 3 credit review. | My goal is to assess repayment ability, credit behavior, and overall lending risk based on the provided borrower profile. | **Borrower Profile Analysis:** | *   Age: 36 (Generally stable age) | *   Gender: Male | *   Job type: 1 (Implies some level of employment stability, but details are missing) | *   Housing: Own (Positive indicator of stability/asset ownership) | *   Savings: Little (Negative indicator of financ",approve,high,good
test50_B026_ComplianceAgent,B026,ComplianceAgent,"Decision: Approve | Confidence: medium | Brief reason: The short duration and specific purpose make the loan manageable, provided income verification confirms repayment capacity.",approve,medium,good
test50_B026_SummariserAgent,B026,SummariserAgent,Decision,unknown,unknown,good
test50_B026_WeakModelAgent,B026,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The borrower's stable job,approve,medium,good
test50_B027_RouterManager,B027,RouterManager,Decision: Refer | Confidence: medium | Brief reason: Further review is required to verify income stability and assess detailed savings capacity.,refer,medium,good
test50_B027_IncomeAgent,B027,IncomeAgent,"Decision: Reject | Confidence: high | Brief reason: No income evidence (salary slips, bank statements) was provided for verification.",reject,high,good
test50_B027_FraudAgent,B027,FraudAgent,Decision: Refer | Confidence: high | Brief reason: The unknown checking account prevents proper verification of cash flow and identity required for Stage 2 review.,refer,high,good
test50_B027_CreditAgent,B027,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: Further verification of stable income and detailed financial records is required before a decision can be made.,refer,medium,good
test50_B027_ComplianceAgent,B027,ComplianceAgent,Decision: Refer | Confidence: low | Brief reason: Verification of the unknown checking account details is required before a decision can be made.,refer,low,good
test50_B027_SummariserAgent,B027,SummariserAgent,Decision: Refer | Confidence: medium | Brief reason: Further documentation regarding the checking account and verifiable income is needed for assessment.,refer,medium,good
test50_B027_WeakModelAgent,B027,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The loan amount is small and the repayment period is quite short.,approve,medium,good
test50_B028_RouterManager,B028,RouterManager,Decision: Approve. Confidence: high. Brief reason: The borrower's rich savings and checking accounts indicate strong financial liquidity to manage the loan repayment.,approve,high,good
test50_B028_IncomeAgent,B028,IncomeAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial capacity with rich savings and checking account balances.,approve,high,good
test50_B028_FraudAgent,B028,FraudAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial liquidity and the requested loan purpose is low risk.,approve,high,good
test50_B028_CreditAgent,B028,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates excellent financial,approve,high,good
test50_B028_ComplianceAgent,B028,ComplianceAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with rich savings and checking accounts.,approve,high,good
test50_B028_SummariserAgent,B028,SummariserAgent,"Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates excellent financial stability with rich savings and checking accounts, supporting the loan request.",approve,high,good
test50_B028_WeakModelAgent,B028,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The borrower has very strong liquid assets that can easily cover the requested amount.,approve,medium,good
test50_B029_RouterManager,B029,RouterManager,"Decision: Approve | Confidence: medium | Brief reason: The borrower's stable housing and moderate checking account mitigate the risk associated with little savings for this small, short-term loan.",approve,medium,good
test50_B029_IncomeAgent,B029,IncomeAgent,"Decision: Approve | Confidence: medium | Brief reason: The borrower demonstrates stable indicators like home ownership and moderate cash flow, suggesting adequate repayment ability for this short-term loan.",approve,medium,good
test50_B029_FraudAgent,B029,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The low savings level combined with the loan request requires manual verification of financial stability and income sources.,refer,medium,good
test50_B029_CreditAgent,B029,CreditAgent,Decision: Approve. Confidence: high. Brief reason: The applicant demonstrates strong stability through home ownership and a favorable short repayment term.,approve,high,good
test50_B029_ComplianceAgent,B029,ComplianceAgent,"Decision: Approve | Confidence: high | Brief reason: The loan is short-term, for a low-risk consumer purpose, and the borrower shows signs of stability through owned housing and moderate account activity.",approve,high,good
test50_B029_SummariserAgent,B029,SummariserAgent,Decision: Approve | Confidence,approve,unknown,good
test50_B029_WeakModelAgent,B029,WeakModelAgent,Decision: Approve | Confidence: high | Brief reason: Owning your own home suggests sufficient financial stability for this small loan.,approve,high,good
test50_B030_RouterManager,B030,RouterManager,"Decision: Refer, Confidence: medium, Brief reason: The combination of advanced age, low liquidity indicators, and business purpose requires detailed financial review before a decision can be made.",refer,medium,bad
test50_B030_IncomeAgent,B030,IncomeAgent,Decision: Refer | Confidence: high | Brief reason: Mandatory income evidence (e.,refer,high,bad
test50_B030_FraudAgent,B030,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: Low liquid assets combined with a business funding request necessitates manual review of financial stability and cash flow projections.,refer,medium,bad
test50_B030_CreditAgent,B030,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: The loan purpose requires a detailed business plan and cash flow analysis before a decision can be made.,refer,medium,bad
test50_B030_ComplianceAgent,B030,ComplianceAgent,Decision: Refer | Confidence: low | Brief reason: Further documentation is required to assess business viability and manage concerns regarding limited liquid assets.,refer,low,bad
test50_B030_SummariserAgent,B030,SummariserAgent,"Decision: Refer | Confidence: medium | Brief reason: The application requires further documentation regarding business plans, income verification, and collateral assessment due to age and liquidity concerns.",refer,medium,bad
test50_B030_WeakModelAgent,B030,WeakModelAgent,Decision: Reject,reject,unknown,bad
test50_B031_RouterManager,B031,RouterManager,Decision: Approve | Confidence,approve,unknown,good
test50_B031_IncomeAgent,B031,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: Essential income documentation required for verification was not provided.,reject,high,good
test50_B031_FraudAgent,B031,FraudAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with owned housing and rich savings.,approve,high,good
test50_B031_CreditAgent,B031,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with owned housing and rich savings.,approve,high,good
test50_B031_ComplianceAgent,B031,ComplianceAgent,"Decision: Refer | Confidence: medium | Brief reason: The loan purpose requires further documentation, specifically a detailed business plan and financial projections.",refer,medium,good
test50_B031_SummariserAgent,B031,SummariserAgent,"Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates excellent financial stability with owned housing and rich savings, mitigating the risk for a business loan.",approve,high,good
test50_B031_WeakModelAgent,B031,WeakModelAgent,Decision: Approve | Confidence: high | Brief reason: The borrower's excellent savings and owned housing provide sufficient stability for this loan.,approve,high,good
test50_B032_RouterManager,B032,RouterManager,"Decision: Approve | Confidence: high | Brief reason: The borrower's stable housing ownership and the small, manageable loan purpose outweigh minor liquidity concerns.",approve,high,good
test50_B032_IncomeAgent,B032,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: Essential income verification documents are missing for assessment.,reject,high,good
test50_B032_FraudAgent,B032,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: Low liquid assets relative to the requested loan amount suggest a need for manual review of the borrower's true cash flow and repayment capacity.,refer,medium,good
test50_B032_CreditAgent,B032,CreditAgent,Decision: Approve | Confidence: medium | Brief reason: Homeownership indicates strong long-term stability which outweighs the risk posed by limited immediate savings and checking balances.,approve,medium,good
test50_B032_ComplianceAgent,B032,ComplianceAgent,Decision: Refer | Confidence: low | Brief reason: Further verification is needed regarding the borrower's current liquidity and cash flow.,refer,low,good
test50_B032_SummariserAgent,B032,SummariserAgent,Decision: Refer | Confidence: medium | Brief reason: Further verification of income and detailed liquidity is required before a decision can be made.,refer,medium,good
test50_B032_WeakModelAgent,B032,WeakModelAgent,Decision: Refer | Confidence: low | Brief reason: The limited savings and checking account balances raise concerns about immediate financial stability.,refer,low,good
test50_B033_RouterManager,B033,RouterManager,Decision: Approve | Confidence: high | Brief reason: The borrower presents a stable profile with owned housing and moderate financial standing.,approve,high,good
test50_B033_IncomeAgent,B033,IncomeAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with owned housing and moderate liquid assets.,approve,high,good
test50_B033_FraudAgent,B033,FraudAgent,"Decision: Approve. Confidence: high. Brief reason: The borrower presents a stable profile with owned housing and standard financials, showing no visible indicators of fraud or risk.",approve,high,good
test50_B033_CreditAgent,B033,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The applicant shows strong financial stability indicated by owning housing and maintaining moderate savings and checking accounts.,approve,high,good
test50_B033_ComplianceAgent,B033,ComplianceAgent,"Decision: Approve, Confidence: high,",approve,high,good
test50_B033_SummariserAgent,B033,SummariserAgent,Decision: Approve | Confidence: high | Brief reason: The borrower exhibits strong financial stability through owning housing and maintaining moderate savings and checking accounts.,approve,high,good
test50_B033_WeakModelAgent,B033,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The borrower's stable housing situation and age suggest they can manage this loan.,approve,medium,good
test50_B034_RouterManager,B034,RouterManager,Decision: Refer | Confidence: high | Brief reason: The application lacks critical financial details and supporting documentation necessary for a definitive decision on a business loan.,refer,high,good
test50_B034_IncomeAgent,B034,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: Insufficient income evidence and missing financial details prevent verification of repayment capability.,reject,high,good
test50_B034_FraudAgent,B034,FraudAgent,Decision: Refer | Confidence: high | Brief reason: The unknown status of savings and checking accounts prevents verification of necessary cash flows required for a business loan.,refer,high,good
test50_B034_CreditAgent,B034,CreditAgent,"Decision: Refer | Confidence: high | Brief reason: Critical financial data, including savings, checking account history, and current debt burden, is missing for proper risk assessment.",refer,high,good
test50_B034_ComplianceAgent,B034,ComplianceAgent,Decision: Refer,refer,unknown,good
test50_B034_SummariserAgent,B034,SummariserAgent,"Decision: Refer | Confidence: medium | Brief reason: Critical financial details, such as savings and checking account information, are missing for proper assessment.",refer,medium,good
test50_B034_WeakModelAgent,B034,WeakModelAgent,Decision: Refer | Confidence: low | Brief reason: The application lacks critical financial data required for assessing business risk.,refer,low,good
test50_B035_RouterManager,B035,RouterManager,"Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through owned housing and rich liquid funds, which mitigates the low savings concern for this small loan.",approve,high,good
test50_B035_IncomeAgent,B035,IncomeAgent,Decision: Approve | Confidence: high | Brief reason: The,approve,high,good
test50_B035_FraudAgent,B035,FraudAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability through owning housing and maintaining a rich checking account.,approve,high,good
test50_B035_CreditAgent,B035,CreditAgent,Decision: Approve | Confidence: high | Brief reason: Strong liquidity from,approve,high,good
test50_B035_ComplianceAgent,B035,ComplianceAgent,"I need to act as a Compliance Agent performing Stage 4 compliance review. | My goal is to check internal policy fit, KYC completeness, and regulatory readiness (RBI-style expectations) before determining if the application is safe to move toward a decision. | **Review Criteria Checklist:** | 1.  **Policy Rules Check:** Does the profile fit standard lending policies? | 2.  **KYC Completeness Check:** Are all necessary identification/verification elements present? | 3.  **Regulatory Readiness (RBI",approve,high,good
test50_B035_SummariserAgent,B035,SummariserAgent,Decision: Approve | Confidence: high | Brief reason: Strong liquidity indicated by the rich checking account and stable housing suggests manageable risk for this purpose.,approve,high,good
test50_B035_WeakModelAgent,B035,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The strong checking account balance and stable housing mitigate the risk despite low personal savings.,approve,medium,good
test50_B036_RouterManager,B036,RouterManager,"Decision: Approve, Confidence: medium, Brief reason: Home ownership indicates strong stability, making the small loan amount manageable despite limited savings.",approve,medium,bad
test50_B036_IncomeAgent,B036,IncomeAgent,"Decision: Refer | Confidence: low | Brief reason: Essential income evidence (salary slips, bank statements) is missing for verification.",refer,low,bad
test50_B036_FraudAgent,B036,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The combination of little savings and a moderate loan request suggests potential financial strain requiring manual investigation into the borrower's actual cash flow.,refer,medium,bad
test50_B036_CreditAgent,B036,CreditAgent,"The user wants me to act as a Credit Agent performing a Stage 3 credit review. | My goal is to assess repayment ability, credit behavior, and overall lending risk based on the provided borrower profile. | **Borrower Profile Analysis:** | *   **Age:** 25 (Young, suggests early career/financial history building). | *   **Gender:** Male (Neutral for credit assessment). | *   **Job type:** 1 (Assumed to be stable or entry-level, but specific details are missing). | *   **Housing:** Own (Positive sig",approve,high,bad
test50_B036_ComplianceAgent,B036,ComplianceAgent,"I need to act as a Compliance Agent performing Stage 4 compliance review. | My goal is to check internal policy fit, KYC completeness, and regulatory readiness (RBI-style expectations) before determining if the application is safe to move toward a decision. | **Review Criteria Check:** | 1.  **Policy Rules/Internal Fit:** The loan purpose is ""radio/TV"" (consumer goods). The amount is 4746 DM over 45 months. This suggests a relatively small, unsecured consumer loan. | 2.  **KYC Completeness:** | ",approve,medium,bad
test50_B036_SummariserAgent,B036,SummariserAgent,Decision: Refer | Confidence: medium | Brief reason: The low savings and discretionary purpose require further review of the borrower's full financial stability and income details.,refer,medium,bad
test50_B036_WeakModelAgent,B036,WeakModelAgent,Decision: Refer | Confidence: medium | Brief reason: The combination of little savings and a non-essential purchase purpose requires further review.,refer,medium,bad
test50_B037_RouterManager,B037,RouterManager,Decision: Approve. Confidence: medium. Brief reason: The borrower's low overhead costs from free housing and the educational purpose suggest a manageable repayment risk.,approve,medium,good
test50_B037_IncomeAgent,B037,IncomeAgent,Decision:,unknown,unknown,good
test50_B037_FraudAgent,B037,FraudAgent,Decision: Refer | Confidence: high | Brief reason: The unknown checking account prevents verification of cash flows and raises significant fraud suspicion requiring manual review.,refer,high,good
test50_B037_CreditAgent,B037,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: The application requires further verification of income stability and detailed checking account history to assess true repayment capacity.,refer,medium,good
test50_B037_ComplianceAgent,B037,ComplianceAgent,Decision: Refer | Confidence: low | Brief reason: Further documentation is required to verify the borrower's current income and financial stability.,refer,low,good
test50_B037_SummariserAgent,B037,SummariserAgent,Decision: Refer,refer,unknown,good
test50_B037_WeakModelAgent,B037,WeakModelAgent,Decision: Refer | Confidence: low | Brief reason: The unknown checking account details make a definitive risk assessment impossible.,refer,low,good
test50_B038_RouterManager,B038,RouterManager,Decision: Approve | Confidence: high | Brief reason: Strong financial stability from owning a home and having rich checking accounts outweighs minor savings concerns.,approve,high,bad
test50_B038_IncomeAgent,B038,IncomeAgent,Decision: Refer | Confidence: medium | Brief reason: Required income documents and proof of current debt load are missing for proper verification.,refer,medium,bad
test50_B038_FraudAgent,B038,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The significant inconsistency between little personal savings and a rich checking account suggests abnormal cash flow requiring manual review.,refer,medium,bad
test50_B038_CreditAgent,B038,CreditAgent,"Decision: Approve | Confidence: high | Brief reason: The strong checking account balance and owned housing provide sufficient stability for this small, non-essential loan.",approve,high,bad
test50_B038_ComplianceAgent,B038,ComplianceAgent,"Decision: Approve | Confidence: medium | Brief reason: Strong immediate cash flow and stable housing mitigate the risk posed by limited savings for this small, low-risk loan.",approve,medium,bad
test50_B038_SummariserAgent,B038,SummariserAgent,Decision,unknown,unknown,bad
test50_B038_WeakModelAgent,B038,WeakModelAgent,Decision: Approve | Confidence: medium | Brief reason: The rich checking account indicates sufficient immediate liquidity to cover the loan amount.,approve,medium,bad
test50_B039_RouterManager,B039,RouterManager,Decision: Approve | Confidence: high | Brief reason: Strong liquidity from the rich checking account combined with homeownership suggests reliable repayment capacity for this consumer loan.,approve,high,good
test50_B039_IncomeAgent,B039,IncomeAgent,Decision: Approve | Confidence: high | Brief reason: The rich checking account indicates sufficient immediate liquid funds to cover repayments.,approve,high,good
test50_B039_FraudAgent,B039,FraudAgent,"I need to act as a Fraud Agent specializing in Stage 2 fraud review. | My goal is to detect suspicious patterns, forged evidence, identity mismatch, or tampered records based on the provided loan application profile. | **Analysis of Borrower Profile:** | *   **Age:** 37 (Normal) | *   **Gender:** Male (Neutral) | *   **Job type:** 2 (Needs context, but generally acceptable unless flagged otherwise) | *   **Housing:** Own (Positive indicator of stability) | *   **Savings:** Little (Potential weak",approve,high,good
test50_B039_CreditAgent,B039,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The combination of owning a home and having a rich checking account suggests sufficient financial stability for this appliance purchase.,approve,high,good
test50_B039_ComplianceAgent,B039,ComplianceAgent,Decision: Approve | Confidence: high | Brief reason: The strong checking account balance indicates sufficient immediate repayment capacity for the requested,approve,high,good
test50_B039_SummariserAgent,B039,SummariserAgent,Decision: Approve | Confidence: high,approve,high,good
test50_B039_WeakModelAgent,B039,WeakModelAgent,Decision: Approve,approve,unknown,good
test50_B040_RouterManager,B040,RouterManager,"Decision: Approve | Confidence: medium | Brief reason: The borrower shows signs of stability through home ownership and moderate checking accounts, justifying approval for this small, short-term loan.",approve,medium,good
test50_B040_IncomeAgent,B040,IncomeAgent,"Decision: Approve | Confidence: high | Brief reason: The borrower's stable housing situation and moderate cash flow support this small, short-term loan.",approve,high,good
test50_B040_FraudAgent,B040,FraudAgent,"Decision: Approve, Confidence: medium, Brief reason: The loan is for a low-risk consumer purpose with a manageable term despite limited savings.",approve,medium,good
test50_B040_CreditAgent,B040,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: Low savings combined with a discretionary loan purpose requires further review of the borrower's emergency fund and budget.,refer,medium,good
test50_B040_ComplianceAgent,B040,ComplianceAgent,"Decision: Approve | Confidence: high | Brief reason: The application is compliant, has a low-risk purpose, and sufficient KYC data for proceeding toward decision.",approve,high,good
test50_B040_SummariserAgent,B040,SummariserAgent,"Decision: Approve | Confidence: medium | Brief reason: The borrower's stable housing situation and moderate checking account balance mitigate the risk associated with the short-term, discretionary loan purpose.",approve,medium,good
test50_B040_WeakModelAgent,B040,WeakModelAgent,Decision: Refer | Confidence: medium | Brief reason: The low savings coupled with a discretionary purpose necessitates additional financial verification.,refer,medium,good
test50_B041_RouterManager,B041,RouterManager,Decision: Approve | Confidence: high | Brief reason: The borrower exhibits strong financial stability and the loan purpose is low risk.,approve,high,good
test50_B041_IncomeAgent,B041,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: Required,reject,high,good
test50_B041_FraudAgent,B041,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The unknown checking account status requires manual verification of financial history and source of funds.,refer,medium,good
test50_B041_CreditAgent,B041,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The borrower shows strong financial stability due to owning housing and having significant savings.,approve,high,good
test50_B041_ComplianceAgent,B041,ComplianceAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with owned housing and substantial savings.,approve,high,good
test50_B041_SummariserAgent,B041,SummariserAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong stability through owning property and,approve,high,good
test50_B041_WeakModelAgent,B041,WeakModelAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with owned housing and substantial savings.,approve,high,good
test50_B042_RouterManager,B042,RouterManager,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability due to owning a home and having substantial savings.,approve,high,good
test50_B042_IncomeAgent,B042,IncomeAgent,Decision: Approve | Confidence: high | Brief reason: The combination of stable employment and significant savings indicates strong repayment capacity.,approve,high,good
test50_B042_FraudAgent,B042,FraudAgent,"Decision: Approve | Confidence: high | Brief reason: The borrower exhibits strong financial stability, evidenced by owning housing and having significant savings for a non-essential purchase.",approve,high,good
test50_B042_CreditAgent,B042,CreditAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates excellent financial stability with owned housing and substantial savings.,approve,high,good
test50_B042_ComplianceAgent,B042,ComplianceAgent,Decision: Approve | Confidence: high | Brief reason: The borrower demonstrates strong financial stability with owned housing and substantial savings.,approve,high,good
test50_B042_SummariserAgent,B042,SummariserAgent,"Decision: Approve, Confidence: high, Brief reason: The borrower demonstrates strong financial stability due to owned housing and substantial savings, making this loan request low risk.",approve,high,good
test50_B042_WeakModelAgent,B042,WeakModelAgent,Decision: Approve | Confidence: high | Brief reason: The strong savings and owned housing suggest reliable repayment ability.,approve,high,good
test50_B043_RouterManager,B043,RouterManager,Decision: Approve | Confidence: medium | Brief reason,approve,medium,good
test50_B043_IncomeAgent,B043,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: Income verification is impossible due to the complete absence of required financial documentation.,reject,high,good
test50_B043_FraudAgent,B043,FraudAgent,"Decision: Refer | Confidence: medium | Brief reason: The profile lacks critical data points (cash flow, documents) needed for a definitive decision, requiring manual verification of repayment capacity due to low savings.",refer,medium,good
test50_B043_CreditAgent,B043,CreditAgent,"Decision: Approve. Confidence: high. Brief reason: The borrower shows strong signs of stability with owned housing and moderate cash flow, making repayment highly likely over 18 months.",approve,high,good
test50_B043_ComplianceAgent,B043,ComplianceAgent,Decision: Refer,refer,unknown,good
test50_B043_SummariserAgent,B043,SummariserAgent,Decision: Refer | Confidence,refer,unknown,good
test50_B043_WeakModelAgent,B043,WeakModelAgent,Decision: Refer | Confidence: medium | Brief reason: The low savings amount suggests potential financial instability that needs further review.,refer,medium,good
test50_B044_RouterManager,B044,RouterManager,Decision: Approve | Confidence: high | Brief reason: The moderate savings and relatively low loan amount suggest sufficient capacity to manage the debt over 30 months.,approve,high,good
test50_B044_IncomeAgent,B044,IncomeAgent,Decision: Reject | Confidence: high | Brief reason: Required income verification documents are missing to assess repayment capacity.,reject,high,good
test50_B044_FraudAgent,B044,FraudAgent,Decision: Refer | Confidence: medium | Brief reason: The profile shows mixed signals of limited liquid funds and housing instability requiring further documentation review.,refer,medium,good
test50_B044_CreditAgent,B044,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: Further documentation regarding stable income and current debt obligations is needed to assess repayment capacity accurately.,refer,medium,good
test50_B044_ComplianceAgent,B044,ComplianceAgent,Decision: Refer | Confidence: low | Brief reason: Further documentation is needed to verify consistent and stable income sources.,refer,low,good
test50_B044_SummariserAgent,B044,SummariserAgent,Decision: Refer | Confidence: medium | Brief reason: Additional documentation regarding stable income and current debt obligations is required before a final decision can be made.,refer,medium,good
test50_B044_WeakModelAgent,B044,WeakModelAgent,Decision: Reject | Confidence: medium | Brief reason: The little amount in the checking account suggests insufficient liquidity for unexpected expenses.,reject,medium,good
test50_B045_RouterManager,B045,RouterManager,Decision: Approve. Confidence: medium. Brief reason: The borrower's stable job type and free housing significantly offset the risk posed by limited liquid assets.,approve,medium,bad
test50_B045_IncomeAgent,B045,IncomeAgent,Decision: Refer | Confidence: medium | Brief reason: Verification of current income levels and detailed expense tracking are needed before approval.,refer,medium,bad
test50_B045_FraudAgent,B045,FraudAgent,Decision: Refer | Confidence: high | Brief reason: The limited liquid assets relative to the loan size necessitate a manual investigation into the borrower's actual income and cash flow patterns.,refer,high,bad
test50_B045_CreditAgent,B045,CreditAgent,Decision: Refer | Confidence: medium | Brief reason: The lack of substantial savings or liquid funds raises significant concerns regarding the borrower's ability to manage unexpected,refer,medium,bad
test50_B045_ComplianceAgent,B045,ComplianceAgent,"I need to act as a Compliance Agent performing Stage 4 compliance review. | My goal is to check internal policy fit, KYC completeness, and regulatory readiness (RBI-style expectations) before determining if the application is safe to move toward a decision. | **Review Criteria Check:** | 1.  **Policy Fit/Risk Assessment:** | *   Borrower: Age 58 (Older demographic). | *   Gender: Female. | *   Job type: 1 (Assumed stable, but details are missing). | *   Housing: Free (Good stability indicator). ",approve,high,bad
test50_B045_SummariserAgent,B045,SummariserAgent,Decision: Refer | Confidence: medium | Brief reason: The application requires verifiable income details and a full credit report to assess repayment capacity accurately.,refer,medium,bad
test50_B045_WeakModelAgent,B045,WeakModelAgent,Decision: Refer | Confidence: medium | Brief reason: The low savings and checking account balances suggest insufficient liquidity for this loan amount.,refer,medium,bad
test50_B046_RouterManager,B046,RouterManager,"Decision: Refer | Confidence: high | Brief reason: Critical financial details, such as checking account status and savings depth, require further verification before a final decision can be made.",refer,high,good
test50_B046_IncomeAgent,B046,IncomeAgent,ERROR: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,unknown,unknown,good
test50_B046_FraudAgent,B046,FraudAgent,ERROR: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,unknown,unknown,good
test50_B046_CreditAgent,B046,CreditAgent,Decision: Refer | Confidence: high | Brief reason: The unknown checking account details prevent a proper assessment of the borrower's current cash flow and repayment ability.,refer,high,good
test50_B046_ComplianceAgent,B046,ComplianceAgent,Decision: Refer | Confidence: low | Brief reason: The lack of verifiable checking account details and limited savings require further documentation review.,refer,low,good
test50_B046_SummariserAgent,B046,SummariserAgent,ERROR: 400 Client Error: Bad Request for url: http://127.0.0.1:1234/v1/chat/completions,unknown,unknown,good
test50_B046_WeakModelAgent,B046,WeakModelAgent,Decision,unknown,unknown,good
